company_id,company_name,parent_company,hq_country,hq_region,founded_year,maturity_class,ownership_type,sector,status,ceased_year,segment_primary,segment_secondary,modality_primary,unit_of_observation,temporal_granularity,spatial_scope,countries_claimed,domains_primary,domains_secondary,human_subjects,consent_model,access_model,microdata_access,evidence_level,notes
immar_rc,Immar Research and Consultancy,NA,MAR,MENA,1999,established,private_independent,for_profit,active,NA,audience_measurement,survey_insights,face_to_face,individual,quarterly,single_region,8,media_audience|public_opinion,consumer_behavior,direct,explicit_consent,subscription,commercial_only,A,Maghreb radio and television audience measurement plus the Africaleads opinion leader barometer
sunergia,Sunergia,NA,MAR,MENA,2001,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,consumer_behavior|public_opinion,NA,direct,explicit_consent,project_commission,none,C,Casablanca research institute
iranpoll,IranPoll,NA,CAN,NOAM,2009,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,project_commission,researcher_restricted,C,Toronto-based telephone polling into Iran used in academic collaborations
turkiye_raporu,Turkiye Raporu,NA,TUR,MENA,2019,startup,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,subscription,none,C,Turkish polling brand founded around the 2019 municipal elections
geocartography,Geocartography Knowledge Group,NA,ISR,MENA,1985,established,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,episodic,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,project_commission,none,C,Founding year not established from public sources
near_east_consulting,Near East Consulting,NA,PSE,MENA,2004,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,monthly,single_country,1,public_opinion,consumer_behavior,direct,explicit_consent,open_free,none,C,Palestinian polling firm with published toplines; not to be confused with the unrelated Near East Consulting Group in Lebanon
jmcc,Jerusalem Media and Communication Centre,NA,PSE,MENA,1988,established,nonprofit,nonprofit,active,NA,field_agency,social_osint,face_to_face,individual,quarterly,single_country,1,public_opinion|media_audience,conflict_security,direct,explicit_consent,open_free,researcher_restricted,C,Long-running Palestinian polling and media monitoring
zogby_research,Zogby Research Services,NA,USA,NOAM,2011,scaleup,private_independent,for_profit,active,NA,survey_insights,field_agency,telephone,individual,episodic,single_region,12,public_opinion,NA,direct,explicit_consent,open_free,none,C,US firm specialising in commissioned Arab world opinion polling
reach_initiative,REACH Initiative,IMPACT Initiatives,CHE,WEU,2010,scaleup,nonprofit,nonprofit,active,NA,field_agency,collection_software,face_to_face,household,monthly,multi_region,30,migration_displacement|conflict_security,health_clinical|infrastructure,direct,explicit_consent,open_free,open,B,Humanitarian assessment consortium and the main source of settlement-level data in Syria Yemen and the Sahel
acaps,ACAPS,NA,CHE,WEU,2009,scaleup,nonprofit,nonprofit,active,NA,social_osint,field_agency,admin_records,area,weekly,multi_region,40,conflict_security|migration_displacement,health_clinical,none,public_record,open_free,open,B,Humanitarian needs analysis compiled from partner assessments and open sources
afriksurvey,AfriKSurvey,NA,SEN,SSA,NA,scaleup,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_region,10,consumer_behavior|public_opinion,NA,direct,explicit_consent,project_commission,none,A,Dakar-based fieldwork across Francophone West and Central Africa
sagapoll,SagaPoll,NA,CIV,SSA,2019,startup,private_vc,for_profit,active,NA,panel_sample,crowd_micro,mobile_app,individual,weekly,single_region,15,consumer_behavior|public_opinion,NA,direct,explicit_consent,panel_rental,commercial_only,A,Ivorian-built mobile survey panel designed for Francophone African respondents
dalberg_research,Dalberg Research,Dalberg Group,SEN,SSA,2015,scaleup,subsidiary,for_profit,active,NA,field_agency,collection_software,face_to_face,household,episodic,single_region,20,labor_employment|health_clinical,agriculture|education,direct,explicit_consent,project_commission,none,C,Africa-focused primary data collection arm of the Dalberg advisory group
stears,Stears,NA,NGA,SSA,2017,scaleup,private_vc,for_profit,active,NA,b2b_firmographic,survey_insights,admin_records,firm,monthly,single_region,10,firmographic|public_opinion,energy_extractives,none,public_record,subscription,commercial_only,B,Lagos data and intelligence company covering African markets and elections
datalens_africa,DataLens Africa,NA,NGA,SSA,NA,startup,private_independent,for_profit,active,NA,ai_training_data,crowd_micro,crowd_task,document,daily,single_region,10,ai_labels,web_content,direct,platform_terms,project_commission,commercial_only,A,Nigerian annotation firm building datasets for African language and context
creditregistry,CreditRegistry,NA,NGA,SSA,1999,established,private_independent,for_profit,active,NA,consumer_broker,NA,admin_records,individual,monthly,single_country,1,credit_risk|identity_biometric,NA,indirect,contractual_third_party,api_license,commercial_only,A,Largest Nigerian credit bureau
indicina,Indicina,NA,NGA,SSA,2018,scaleup,private_vc,for_profit,active,NA,consumer_broker,financial_altdata,api_partner,individual,real_time,single_region,5,credit_risk|financial_transactions,NA,indirect,explicit_consent,api_license,commercial_only,C,Alternative credit decisioning built on bank statement and mobile money signals
africa_polling_institute,Africa Polling Institute,NA,NGA,SSA,2019,startup,nonprofit,nonprofit,active,NA,field_agency,survey_insights,telephone,individual,annual,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,researcher_restricted,C,Led by executive director Bell Ihua; founder attribution not established from public sources
global_infoanalytics,Global InfoAnalytics,NA,GHA,SSA,2019,startup,private_independent,for_profit,active,NA,field_agency,survey_insights,telephone,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,subscription,none,C,Ghanaian electoral polling firm
amini,Amini,NA,KEN,SSA,2022,startup,private_vc,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,weekly,single_region,25,environment_climate|agriculture,earth_observation,none,not_applicable,api_license,researcher_restricted,A,Nairobi startup assembling African environmental and soil data from satellite and ground sources
gro_intelligence,Gro Intelligence,NA,KEN,SSA,2014,scaleup,private_vc,for_profit,wound_down,2024,climate_risk,earth_observation,remote_sensing,area,daily,global,100,agriculture|environment_climate,supply_chain,none,not_applicable,subscription,commercial_only,B,Agricultural and climate data platform that ceased operations in 2024
research_solutions_africa,Research Solutions Africa,NA,KEN,SSA,1997,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,household,episodic,single_region,8,consumer_behavior|health_clinical,agriculture,direct,explicit_consent,project_commission,none,C,Nairobi full-service fieldwork across East Africa
msurvey,mSurvey,NA,KEN,SSA,2012,scaleup,private_vc,for_profit,active,NA,panel_sample,field_agency,telephone,individual,weekly,single_region,6,consumer_behavior|public_opinion,NA,direct,explicit_consent,subscription,commercial_only,C,SMS-based consumer feedback panels in East and West Africa
echo_mobile,Echo Mobile,NA,KEN,SSA,2012,scaleup,private_independent,for_profit,active,NA,collection_software,field_agency,telephone,individual,daily,single_region,10,health_clinical|agriculture,education,direct,explicit_consent,subscription,none,C,SMS and voice data collection platform for African programmes
viamo,Viamo,NA,CAN,NOAM,2012,scaleup,private_independent,for_profit,active,NA,collection_software,field_agency,telephone,individual,daily,multi_region,25,health_clinical|education,agriculture|public_opinion,direct,explicit_consent,project_commission,researcher_restricted,B,Interactive voice response platform reaching populations with no internet and low literacy
twaweza,Twaweza,NA,TZA,SSA,2009,scaleup,nonprofit,nonprofit,active,NA,field_agency,panel_sample,telephone,household,quarterly,single_region,3,public_opinion|education,health_clinical,direct,explicit_consent,open_free,open,B,Runs the Sauti za Wananchi mobile phone panel in Tanzania Kenya and Uganda with open microdata
research_world_intl,Research World International,NA,UGA,SSA,2005,established,private_independent,for_profit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion|consumer_behavior,NA,direct,explicit_consent,project_commission,none,C,Founding year not established from public sources; one directory gives 2007
charis_uas,Charis UAS,NA,RWA,SSA,2014,scaleup,private_vc,for_profit,active,NA,earth_observation,climate_risk,remote_sensing,area,episodic,single_region,8,earth_observation|agriculture,health_clinical|infrastructure,none,not_applicable,project_commission,commercial_only,A,Rwandan drone operator mapping land use infrastructure and malaria risk
digital_umuganda,Digital Umuganda,NA,RWA,SSA,2019,startup,nonprofit,nonprofit,active,NA,ai_training_data,NA,crowd_task,individual,episodic,single_region,5,ai_labels|identity_biometric,education,direct,explicit_consent,open_free,open,C,Builds open Kinyarwanda and African language speech corpora
somali_public_agenda,Somali Public Agenda,NA,SOM,SSA,2018,scaleup,nonprofit,nonprofit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion|conflict_security,NA,direct,explicit_consent,open_free,researcher_restricted,C,Mogadishu-based governance research and survey work
mpoi_zimbabwe,Mass Public Opinion Institute,NA,ZWE,SSA,1999,established,nonprofit,nonprofit,active,NA,field_agency,survey_insights,face_to_face,individual,episodic,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,open,C,Afrobarometer national partner and the main independent Zimbabwean pollster
social_research_foundation,Social Research Foundation,NA,ZAF,SSA,2022,startup,nonprofit,nonprofit,active,NA,field_agency,survey_insights,face_to_face,individual,monthly,single_country,1,public_opinion,NA,direct,explicit_consent,open_free,none,C,South African polling group prominent in recent national election coverage
eighty20,Eighty20,NA,ZAF,SSA,2003,established,private_independent,for_profit,active,NA,consumer_broker,survey_insights,api_partner,individual,quarterly,single_country,1,credit_risk|consumer_behavior,housing_property,indirect,contractual_third_party,subscription,commercial_only,C,South African consumer segmentation built on credit bureau and survey data
lightstone,Lightstone,NA,ZAF,SSA,2001,established,private_independent,for_profit,active,NA,consumer_broker,climate_risk,admin_records,housing_unit,monthly,single_country,1,housing_property|credit_risk,NA,none,public_record,subscription,commercial_only,C,South African property and automotive data
lelapa_ai,Lelapa AI,NA,ZAF,SSA,2022,startup,private_vc,for_profit,active,NA,ai_training_data,NA,crowd_task,document,episodic,single_region,10,ai_labels,education,direct,explicit_consent,api_license,commercial_only,B,Builds African language speech and text datasets and models
masakhane,Masakhane,NA,ZAF,SSA,2019,startup,nonprofit,nonprofit,active,NA,ai_training_data,NA,crowd_task,document,episodic,single_region,25,ai_labels,education,direct,explicit_consent,open_free,open,B,Distributed research collective producing open African language corpora
awarri,Awarri,NA,NGA,SSA,2019,startup,private_vc,for_profit,active,NA,ai_training_data,NA,crowd_task,document,daily,single_country,1,ai_labels,education,direct,explicit_consent,project_commission,commercial_only,C,Nigerian AI firm building national language datasets
romir,Romir,NA,RUS,RUS,1987,established,private_independent,for_profit,active,NA,survey_insights,retail_pricing,face_to_face,household,weekly,single_region,7,consumer_behavior|prices_retail,public_opinion|media_audience,direct,explicit_consent,subscription,commercial_only,B,Largest Russian-owned research holding; runs a national household consumption panel
mediascope,Mediascope,VCIOM,RUS,RUS,1994,established,state_linked,for_profit,active,NA,audience_measurement,panel_sample,device_passive,household,daily,single_country,1,media_audience|web_content,consumer_behavior,indirect,explicit_consent,subscription,commercial_only,A,Russian audience measurement monopolist; VCIOM holds 80 percent so the state measures its own media market
